PurchaseHistoryId,ProductId,Quantity,PricePerQuantity,TimeOfTheDay
31,7,1,17587,02:14:13
31,5,1,19811,02:16:51
31,1,1,320,02:24:50
31,3,1,15327,02:45:48
31,8,1,16864,02:53:58
31,9,1,3662,02:58:01
32,10,1,25049,
32,1,1,320,
32,13,1,16703,
32,13,1,16703,
32,3,1,15327,17:07:07
32,6,1,7436,17:17:53
32,6,1,7436,17:40:05
32,5,1,19811,17:59:24
33,7,1,17587,
33,7,1,17587,08:03:44
33,1,1,320,08:23:58
33,9,1,3662,08:27:31
33,1,1,320,08:46:20
33,11,1,7947,08:56:01
33,2,1,12642,08:59:36
34,1,1,320,
34,13,1,16703,
34,12,1,9206,
34,1,1,320,
34,11,1,7947,02:17:35
34,8,1,16864,02:35:22
34,13,1,16703,02:50:04
34,9,1,3662,02:50:45
34,13,1,16703,02:53:21
35,1,1,320,
35,1,1,320,
35,4,1,25649,06:08:25
36,3,1,15327,06:18:57
37,9,1,3662,
38,10,1,25049,
38,6,1,7436,
38,4,1,25649,
38,3,1,15327,22:03:41
38,12,1,9206,22:08:20
38,10,1,25049,22:12:10
38,9,1,3662,22:13:38
38,8,1,16864,22:21:02
38,7,1,17587,22:24:04
38,12,1,9206,22:28:29
38,6,1,7436,22:47:42
38,12,1,9206,22:55:28
39,9,1,3662,
39,7,1,17587,
39,5,1,19811,
39,12,1,9206,
39,8,1,16864,
39,11,1,7947,
39,8,1,16864,06:16:31
39,6,1,7436,06:24:24
39,9,1,3662,06:37:20
39,4,1,25649,06:39:38
39,3,1,15327,06:48:33
39,8,1,16864,06:53:07
40,8,1,16864,
40,7,1,17587,
40,9,1,3662,17:34:37
40,7,1,17587,17:48:38
41,1,1,320,
41,5,1,19811,
41,6,1,7436,
41,11,1,7947,
41,9,1,3662,
41,1,1,320,
41,11,1,7947,08:06:46
41,1,1,320,08:08:33
41,5,1,19811,08:39:32
41,9,1,3662,08:56:33
41,12,1,9206,08:57:14
42,7,1,17587,
42,11,1,7947,
42,1,1,320,
42,8,1,16864,
42,4,1,25649,21:41:48
42,4,1,25649,21:47:38
42,12,1,9206,21:51:56
43,10,1,25049,
43,4,1,25649,
43,13,1,16703,
43,13,1,16703,
43,7,1,17587,02:06:14
43,13,1,16703,02:27:25
43,5,1,19811,02:28:21
43,12,1,9206,02:38:09
43,9,1,3662,02:41:44
44,3,1,15327,
44,6,1,7436,
44,10,1,25049,11:05:11
45,9,1,3662,
45,3,1,15327,
45,10,1,25049,
45,4,1,25649,
45,11,1,7947,21:01:11
45,4,1,25649,21:19:36
46,11,1,7947,
46,3,1,15327,22:37:31
47,7,1,17587,
47,8,1,16864,
47,12,1,9206,11:04:28
47,3,1,15327,11:25:08
47,12,1,9206,11:32:15
47,4,1,25649,11:39:07
47,11,1,7947,11:57:02
47,10,1,25049,11:58:27
48,11,1,7947,
48,9,1,3662,
48,10,1,25049,06:20:40
48,9,1,3662,06:37:52
48,5,1,19811,06:39:23
48,4,1,25649,06:46:58
48,3,1,15327,06:53:50
48,7,1,17587,06:53:52
48,4,1,25649,06:58:35
49,6,1,7436,
49,13,1,16703,
49,8,1,16864,15:04:32
49,6,1,7436,15:39:05
49,12,1,9206,15:43:58
50,1,1,320,
50,6,1,7436,
50,6,1,7436,
50,10,1,25049,
50,12,1,9206,
50,10,1,25049,05:38:37
50,3,1,15327,05:38:57
50,4,1,25649,05:47:26
50,8,1,16864,05:47:54
50,9,1,3662,05:49:44
51,3,1,15327,
51,1,1,320,15:08:04
51,9,1,3662,15:42:30
52,5,1,19811,
52,9,1,3662,
52,6,1,7436,
52,10,1,25049,
52,4,1,25649,12:17:08
52,11,1,7947,12:25:48
52,6,1,7436,12:41:16
52,6,1,7436,12:42:42
52,10,1,25049,12:46:04
52,3,1,15327,12:50:25
53,7,1,17587,
53,13,1,16703,
53,7,1,17587,
53,12,1,9206,06:03:22
53,4,1,25649,06:04:07
53,7,1,17587,06:12:27
53,8,1,16864,06:14:46
53,7,1,17587,06:23:19
53,13,1,16703,06:26:12
53,9,1,3662,06:29:08
53,7,1,17587,06:36:46
54,3,1,15327,
54,8,1,16864,
54,10,1,25049,
54,9,1,3662,01:08:30
54,8,1,16864,01:19:58
54,4,1,25649,01:52:21
56,1,1,320,
56,8,1,16864,
56,10,1,25049,
56,12,1,9206,
56,1,1,320,
56,13,1,16703,
56,4,1,25649,05:10:48
56,4,1,25649,05:33:27
56,7,1,17587,05:52:32
57,3,1,15327,
57,11,1,7947,
57,3,1,15327,
57,9,1,3662,18:23:34
57,1,1,320,18:23:57
57,6,1,7436,18:30:08
57,7,1,17587,18:40:10
57,3,1,15327,18:43:13
57,5,1,19811,18:56:13
58,12,1,9206,
58,6,1,7436,
58,13,1,16703,
58,1,1,320,
58,12,1,9206,12:08:28
58,5,1,19811,12:10:07
58,5,1,19811,12:39:20
58,5,1,19811,12:41:29
58,4,1,25649,12:46:49
58,3,1,15327,12:55:28
59,11,1,7947,
59,1,1,320,
59,10,1,25049,
59,6,1,7436,
59,3,1,15327,07:28:12
59,11,1,7947,07:38:40
59,7,1,17587,07:40:36
59,9,1,3662,07:51:42
60,3,1,15327,
60,1,1,320,
60,8,1,16864,
60,12,1,9206,
60,8,1,16864,07:14:38
60,4,1,25649,07:53:01
60,10,1,25049,07:59:42
61,5,1,19811,
61,3,1,15327,
61,6,1,7436,
61,10,1,25049,
61,10,1,25049,
61,3,1,15327,20:31:36
62,11,1,7947,
62,12,1,9206,
62,11,1,7947,
62,1,1,320,
62,13,1,16703,
62,4,1,25649,
62,10,1,25049,
62,3,1,15327,23:02:37
62,12,1,9206,23:50:19
63,6,1,7436,
63,10,1,25049,
63,1,1,320,
63,6,1,7436,12:54:04
64,13,1,16703,
64,12,1,9206,
64,8,1,16864,
64,8,1,16864,
64,7,1,17587,
64,6,1,7436,
64,1,1,320,18:30:01
65,3,1,15327,
65,10,1,25049,
65,9,1,3662,
65,7,1,17587,
65,9,1,3662,
65,8,1,16864,
65,7,1,17587,15:16:06
65,12,1,9206,15:37:33
66,10,1,25049,
66,11,1,7947,
66,12,1,9206,
66,13,1,16703,
66,1,1,320,
66,7,1,17587,
66,12,1,9206,
66,7,1,17587,
66,13,1,16703,02:35:57
67,11,1,7947,
67,11,1,7947,
67,11,1,7947,
67,13,1,16703,17:55:40
68,3,1,15327,01:10:55
68,13,1,16703,01:28:51
68,8,1,16864,01:43:23
68,1,1,320,01:48:13
69,1,1,320,
69,1,1,320,18:01:45
69,9,1,3662,18:03:48
69,1,1,320,18:04:10
69,1,1,320,18:10:16
69,4,1,25649,18:26:17
69,4,1,25649,18:31:09
69,9,1,3662,18:39:29
69,1,1,320,18:46:03
69,1,1,320,18:54:41
70,13,1,16703,
70,8,1,16864,02:09:17
70,1,1,320,02:15:16
70,13,1,16703,02:16:11
70,8,1,16864,02:23:49
70,13,1,16703,02:26:16
70,8,1,16864,02:57:45
71,3,1,15327,
71,11,1,7947,
71,8,1,16864,
71,8,1,16864,23:14:46
71,8,1,16864,23:24:20
71,7,1,17587,23:48:43
73,7,1,17587,
73,4,1,25649,
74,10,1,25049,20:36:52
74,9,1,3662,20:42:12
75,8,1,16864,
75,3,1,15327,
75,13,1,16703,
75,12,1,9206,03:03:02
75,10,1,25049,03:03:15
75,11,1,7947,03:53:55
76,9,1,3662,
76,13,1,16703,
76,13,1,16703,
76,13,1,16703,
76,7,1,17587,
76,3,1,15327,02:23:26
76,1,1,320,02:42:04
76,10,1,25049,02:48:26
77,8,1,16864,
77,9,1,3662,06:14:50
78,7,1,17587,
78,3,1,15327,
78,9,1,3662,11:01:47
78,9,1,3662,11:12:19
78,3,1,15327,11:16:49
78,7,1,17587,11:26:24
78,3,1,15327,11:41:57
78,1,1,320,11:52:02
79,11,1,7947,
79,4,1,25649,
79,4,1,25649,22:10:38
79,9,1,3662,22:13:42
79,13,1,16703,22:42:53
79,3,1,15327,22:54:35
80,12,1,9206,
80,12,1,9206,
80,7,1,17587,05:58:24
80,1,1,320,05:59:24
81,3,1,15327,
81,9,1,3662,02:43:34
81,4,1,25649,02:52:09
81,11,1,7947,02:54:52
81,3,1,15327,02:59:48
82,3,1,15327,03:38:20
83,10,1,25049,
83,13,1,16703,
83,8,1,16864,
83,11,1,7947,
83,4,1,25649,
83,4,1,25649,23:50:19
84,10,1,25049,
85,13,1,16703,
86,9,1,3662,
86,7,1,17587,19:06:42
86,1,1,320,19:06:56
86,10,1,25049,19:15:34
86,11,1,7947,19:20:58
86,7,1,17587,19:55:48
86,4,1,25649,19:57:01
87,13,1,16703,
87,7,1,17587,
89,9,1,3662,
89,4,1,25649,
89,4,1,25649,
89,9,1,3662,20:21:39
89,1,1,320,20:29:05
90,8,1,16864,01:51:54
91,7,1,17587,
91,13,1,16703,
91,8,1,16864,
91,4,1,25649,
91,4,1,25649,
91,7,1,17587,19:01:17
91,7,1,17587,19:30:58
91,7,1,17587,19:34:02
92,7,1,17587,
92,13,1,16703,
92,4,1,25649,
92,8,1,16864,21:17:11
92,7,1,17587,21:27:01
92,7,1,17587,21:31:52
93,9,1,3662,
93,7,1,17587,10:35:58
94,1,1,320,
94,9,1,3662,01:43:38
95,10,1,25049,
95,12,1,9206,
95,8,1,16864,02:01:41
95,8,1,16864,02:27:01
95,10,1,25049,02:29:15
95,10,1,25049,02:34:14
95,13,1,16703,02:52:37
96,12,1,9206,01:20:27
97,3,1,15327,
97,8,1,16864,
97,13,1,16703,
97,8,1,16864,
97,13,1,16703,
97,9,1,3662,04:06:20
97,12,1,9206,04:07:29
97,1,1,320,04:09:36
97,3,1,15327,04:45:03
98,8,1,16864,
98,13,1,16703,21:35:03
98,1,1,320,21:35:46
99,9,1,3662,
99,7,1,17587,
99,9,1,3662,
99,4,1,25649,
99,8,1,16864,09:01:14
99,4,1,25649,09:01:59
99,12,1,9206,09:22:47
99,7,1,17587,09:27:30
99,1,1,320,09:44:14
100,7,1,17587,
100,3,1,15327,
100,8,1,16864,19:11:59
101,12,1,9206,
101,3,1,15327,
101,13,1,16703,08:49:36
102,3,1,15327,
102,13,1,16703,
102,3,1,15327,
102,9,1,3662,18:26:50
102,7,1,17587,18:34:53
102,8,1,16864,18:51:23
103,9,1,3662,
103,7,1,17587,
103,8,1,16864,
103,3,1,15327,12:25:36
103,3,1,15327,12:39:33
103,10,1,25049,12:44:20
103,13,1,16703,12:57:36
104,10,1,25049,13:45:54
104,13,1,16703,13:49:23
104,1,1,320,13:56:36
105,1,1,320,
105,8,1,16864,
106,4,1,25649,07:42:39
107,3,1,15327,
107,3,1,15327,08:33:20
108,3,1,15327,
108,1,1,320,
108,1,1,320,10:26:34
108,13,1,16703,10:36:44
108,1,1,320,10:56:23
109,1,1,320,
110,12,1,9206,
110,3,1,15327,
110,10,1,25049,
110,9,1,3662,08:16:04
110,10,1,25049,08:36:06
110,10,1,25049,08:43:53
110,8,1,16864,08:44:06
110,7,1,17587,08:47:22
111,9,1,3662,
111,3,1,15327,
111,12,1,9206,
111,10,1,25049,
111,3,1,15327,
111,3,1,15327,15:21:55
111,12,1,9206,15:30:49
111,9,1,3662,15:59:24
112,10,1,25049,
112,4,1,25649,
112,3,1,15327,
112,12,1,9206,
112,1,1,320,
112,8,1,16864,08:46:09
112,3,1,15327,08:54:41
113,3,1,15327,18:14:26
113,4,1,25649,18:42:26
114,3,1,15327,
115,3,1,15327,
115,12,1,9206,
115,7,1,17587,
115,9,1,3662,12:43:43
115,1,1,320,12:59:36
116,10,1,25049,
116,3,1,15327,
116,7,1,17587,
116,4,1,25649,12:03:11
116,8,1,16864,12:11:17
116,4,1,25649,12:18:12
116,7,1,17587,12:44:14
116,3,1,15327,12:49:59
117,3,1,15327,
117,3,1,15327,
117,13,1,16703,21:10:56
117,9,1,3662,21:15:43
117,1,1,320,21:33:20
117,9,1,3662,21:39:24
117,13,1,16703,21:49:11
118,4,1,25649,
118,12,1,9206,
118,9,1,3662,06:29:28
119,13,1,16703,
119,13,1,16703,
119,12,1,9206,
119,3,1,15327,13:55:32
120,8,1,16864,
121,10,1,25049,17:24:45
121,8,1,16864,17:25:42
121,8,1,16864,17:38:45
122,8,1,16864,
122,12,1,9206,
122,13,1,16703,16:20:05
122,4,1,25649,16:49:01
123,8,1,16864,
123,13,1,16703,
123,1,1,320,
123,1,1,320,
123,1,1,320,04:04:18
123,13,1,16703,04:12:39
123,3,1,15327,04:47:16
123,9,1,3662,04:48:27
124,13,1,16703,
124,13,1,16703,
124,9,1,3662,
124,9,1,3662,14:08:41
125,1,1,320,
125,10,1,25049,
125,10,1,25049,
125,10,1,25049,03:09:37
125,4,1,25649,03:40:14
125,3,1,15327,03:56:21
126,7,1,17587,
126,13,1,16703,
126,9,1,3662,
126,1,1,320,
126,4,1,25649,23:03:21
126,7,1,17587,23:25:47
126,12,1,9206,23:59:20
127,1,1,320,
128,3,1,15327,
128,1,1,320,
128,1,1,320,14:12:45
128,8,1,16864,14:17:57
128,3,1,15327,14:27:25
128,9,1,3662,14:28:39
128,4,1,25649,14:28:46
128,3,1,15327,14:41:43
129,12,1,9206,
129,1,1,320,02:26:52
129,9,1,3662,02:37:21
129,8,1,16864,02:52:46
129,1,1,320,02:53:33
129,12,1,9206,02:55:11
129,9,1,3662,02:55:13
129,7,1,17587,02:59:15
131,7,1,17587,
132,7,1,17587,
132,10,1,25049,
132,10,1,25049,
132,1,1,320,03:18:25
133,7,1,17587,
133,3,1,15327,
133,9,1,3662,04:02:44
133,9,1,3662,04:08:13
133,10,1,25049,04:13:01
134,8,1,16864,
134,4,1,25649,
134,10,1,25049,
134,8,1,16864,22:03:29
134,9,1,3662,22:39:49
134,13,1,16703,22:45:02
134,10,1,25049,22:45:15
135,1,1,320,
137,7,1,17587,
137,9,1,3662,
137,13,1,16703,
137,4,1,25649,04:31:01
137,4,1,25649,04:38:11
137,7,1,17587,04:52:53
139,7,1,17587,
140,9,1,3662,
142,3,1,15327,
142,4,1,25649,
142,4,1,25649,
142,4,1,25649,
142,7,1,17587,
142,7,1,17587,03:05:51
143,10,1,25049,
143,3,1,15327,
143,7,1,17587,15:12:02
144,10,1,25049,
144,9,1,3662,12:04:57
144,4,1,25649,12:05:14
144,13,1,16703,12:23:31
144,4,1,25649,12:24:54
144,10,1,25049,12:35:30
144,10,1,25049,12:39:34
145,10,1,25049,
145,10,1,25049,07:06:52
145,10,1,25049,07:29:28
146,13,1,16703,
146,10,1,25049,03:04:12
146,7,1,17587,03:08:27
146,4,1,25649,03:27:17
146,9,1,3662,03:47:22
148,7,1,17587,
148,10,1,25049,
148,7,1,17587,18:48:52
149,10,1,25049,
149,10,1,25049,20:01:16
149,13,1,16703,20:32:13
149,4,1,25649,20:49:52
150,9,1,3662,21:07:37
150,4,1,25649,21:39:12
151,7,1,17587,19:33:39
152,9,1,3662,
152,13,1,16703,
152,7,1,17587,
152,10,1,25049,03:02:41
152,9,1,3662,03:04:10
153,13,1,16703,01:19:04
153,10,1,25049,01:35:50
154,13,1,16703,
154,10,1,25049,
154,4,1,25649,19:53:52
155,10,1,25049,
155,9,1,3662,
155,4,1,25649,
155,10,1,25049,14:06:45
155,9,1,3662,14:10:01
155,13,1,16703,14:16:42
156,13,1,16703,
156,7,1,17587,
156,9,1,3662,03:07:14
157,9,1,3662,
157,13,1,16703,
157,3,1,15327,02:56:01
158,10,1,25049,
158,9,1,3662,
158,3,1,15327,
158,9,1,3662,09:24:17
158,13,1,16703,09:33:53
158,4,1,25649,09:48:18
159,7,1,17587,13:31:12
160,4,1,25649,
160,3,1,15327,
160,4,1,25649,05:22:24
160,10,1,25049,05:31:09
161,10,1,25049,
162,9,1,3662,
162,7,1,17587,22:36:30
162,9,1,3662,22:40:44
163,13,1,16703,
163,7,1,17587,
163,10,1,25049,07:36:59
163,10,1,25049,07:47:22
163,3,1,15327,07:55:45
165,3,1,15327,07:40:41
166,10,1,25049,
166,4,1,25649,
166,4,1,25649,
166,9,1,3662,
166,4,1,25649,
166,10,1,25049,04:23:55
168,13,1,16703,
168,7,1,17587,23:27:27
169,4,1,25649,
169,7,1,17587,09:07:45
169,4,1,25649,09:08:46
169,9,1,3662,09:15:26
169,9,1,3662,09:16:17
169,9,1,3662,09:38:35
169,10,1,25049,09:49:18
170,10,1,25049,17:20:24
171,4,1,25649,
171,3,1,15327,
171,9,1,3662,14:58:14
172,7,1,17587,
172,9,1,3662,
172,3,1,15327,
172,7,1,17587,09:17:07
172,7,1,17587,09:18:45
172,13,1,16703,09:23:03
172,10,1,25049,09:24:13
173,4,1,25649,
173,3,1,15327,18:37:32
173,13,1,16703,18:44:30
174,4,1,25649,
174,3,1,15327,
174,10,1,25049,17:16:57
175,4,1,25649,
175,4,1,25649,
175,4,1,25649,
175,10,1,25049,
175,13,1,16703,06:10:20
175,9,1,3662,06:32:30
176,13,1,16703,
176,9,1,3662,
176,3,1,15327,
176,7,1,17587,
176,4,1,25649,
176,7,1,17587,01:10:37
177,3,1,15327,
178,10,1,25049,
179,9,1,3662,
180,9,1,3662,
182,9,1,3662,
182,13,1,16703,11:02:15
183,13,1,16703,
183,13,1,16703,
183,3,1,15327,
184,3,1,15327,
184,9,1,3662,
185,13,1,16703,
185,4,1,25649,
185,13,1,16703,
185,10,1,25049,
185,3,1,15327,09:15:30
185,9,1,3662,09:39:04
185,13,1,16703,09:39:21
187,4,1,25649,
187,4,1,25649,06:31:12
188,13,1,16703,
188,4,1,25649,
189,10,1,25049,
189,9,1,3662,
189,13,1,16703,06:31:44
189,10,1,25049,06:52:13
189,9,1,3662,06:53:56
189,9,1,3662,06:58:06
192,10,1,25049,13:13:16
193,13,1,16703,
193,3,1,15327,13:22:24
193,9,1,3662,13:36:52
194,13,1,16703,
194,13,1,16703,
194,3,1,15327,
194,3,1,15327,21:49:45
195,3,1,15327,
195,10,1,25049,19:04:19
195,10,1,25049,19:56:51
196,13,1,16703,
196,13,1,16703,
196,10,1,25049,
197,3,1,15327,
198,3,1,15327,
198,13,1,16703,03:02:56
198,10,1,25049,03:48:23
199,10,1,25049,
199,13,1,16703,
199,4,1,25649,
199,10,1,25049,
199,13,1,16703,
199,4,1,25649,20:36:06
200,10,1,25049,
200,13,1,16703,20:25:01
200,9,1,3662,20:55:19
201,4,1,25649,
202,9,1,3662,12:05:18
203,10,1,25049,
204,3,1,15327,19:21:47
204,3,1,15327,19:57:18
206,9,1,3662,
207,4,1,25649,23:33:07
207,4,1,25649,23:36:55
211,3,1,15327,
212,4,1,25649,04:52:49
213,3,1,15327,
213,9,1,3662,09:04:40
214,10,1,25049,
214,10,1,25049,09:12:29
214,9,1,3662,09:45:41
214,4,1,25649,09:45:43
215,9,1,3662,06:42:48
216,4,1,25649,
216,9,1,3662,04:30:35
217,9,1,3662,
217,4,1,25649,
217,4,1,25649,
217,4,1,25649,12:31:03
218,4,1,25649,
218,3,1,15327,
218,4,1,25649,
218,10,1,25049,07:06:24
220,4,1,25649,21:56:57
221,9,1,3662,
222,10,1,25049,12:16:40
223,9,1,3662,
223,10,1,25049,
224,10,1,25049,
224,9,1,3662,08:20:20
224,10,1,25049,08:22:27
224,9,1,3662,08:25:10
226,9,1,3662,
227,10,1,25049,
229,9,1,3662,01:54:08
230,9,1,3662,
230,10,1,25049,18:03:16
230,4,1,25649,18:43:55
231,4,1,25649,
231,9,1,3662,
232,9,1,3662,22:48:09
233,9,1,3662,
233,10,1,25049,
233,10,1,25049,
237,10,1,25049,
