PurchaseHistoryId,ProductId,Quantity,PricePerQuantity,TimeOfTheDay
1008,6,1,7436,03:55:47
1009,4,1,25649,
1009,8,1,16864,
1009,13,1,16703,
1009,9,1,3662,
1009,7,1,17587,22:01:31
1009,8,1,16864,22:02:47
1009,5,1,19811,22:44:45
1010,8,1,16864,
1010,6,1,7436,
1010,12,1,9206,
1010,5,1,19811,
1010,3,1,15327,
1010,7,1,17587,03:22:33
1010,1,1,320,03:24:17
1010,5,1,19811,03:25:54
1010,9,1,3662,03:59:41
1011,3,1,15327,
1011,9,1,3662,
1011,9,1,3662,
1011,10,1,25049,
1011,1,1,320,
1011,5,1,19811,
1011,4,1,25649,16:04:49
1011,2,1,12642,16:28:21
1011,4,1,25649,16:28:45
1011,6,1,7436,16:29:46
1011,4,1,25649,16:47:53
1011,4,1,25649,16:55:18
1012,5,1,19811,
1012,11,1,7947,
1013,8,1,16864,
1013,3,1,15327,
1013,1,1,320,
1013,13,1,16703,
1013,13,1,16703,
1013,4,1,25649,
1013,13,1,16703,
1013,11,1,7947,17:43:38
1013,9,1,3662,17:43:49
1013,5,1,19811,17:45:49
1013,2,1,12642,17:46:14
1013,10,1,25049,17:59:47
1014,4,1,25649,
1014,1,1,320,
1014,6,1,7436,
1014,6,1,7436,17:04:02
1014,9,1,3662,17:16:34
1014,6,1,7436,17:38:02
1014,11,1,7947,17:41:49
1014,9,1,3662,17:48:52
1014,11,1,7947,17:55:47
1015,10,1,25049,
1015,4,1,25649,19:59:40
1016,5,1,19811,
1016,10,1,25049,12:07:33
1016,5,1,19811,12:39:39
1017,2,1,12642,
1017,4,1,25649,
1017,3,1,15327,
1017,12,1,9206,23:41:51
1017,7,1,17587,23:56:44
1018,3,1,15327,
1018,11,1,7947,
1018,8,1,16864,16:02:31
1018,5,1,19811,16:37:02
1019,5,1,19811,
1019,8,1,16864,
1019,3,1,15327,13:13:45
1019,12,1,9206,13:34:12
1019,2,1,12642,13:41:46
1019,8,1,16864,13:42:18
1020,5,1,19811,
1020,1,1,320,12:12:15
1020,4,1,25649,12:25:38
1020,3,1,15327,12:44:48
1020,8,1,16864,12:49:53
1021,5,1,19811,
1021,8,1,16864,15:34:26
1022,7,1,17587,
1022,7,1,17587,
1022,6,1,7436,
1022,13,1,16703,07:56:32
1023,4,1,25649,
1024,9,1,3662,
1024,8,1,16864,
1024,10,1,25049,
1024,12,1,9206,
1024,3,1,15327,
1024,2,1,12642,
1024,9,1,3662,
1024,12,1,9206,
1024,7,1,17587,12:24:53
1024,1,1,320,12:26:50
1024,5,1,19811,12:37:55
1024,10,1,25049,12:48:33
1024,2,1,12642,12:50:29
1024,3,1,15327,12:52:11
1025,5,1,19811,
1025,4,1,25649,21:04:17
1025,2,1,12642,21:50:26
1026,7,1,17587,
1026,7,1,17587,
1026,3,1,15327,
1026,12,1,9206,
1026,1,1,320,
1026,1,1,320,
1026,5,1,19811,22:07:34
1026,1,1,320,22:48:06
1027,12,1,9206,16:37:20
1028,2,1,12642,
1028,11,1,7947,07:57:36
1029,7,1,17587,
1029,4,1,25649,20:55:02
1030,2,1,12642,
1030,11,1,7947,
1030,4,1,25649,
1030,10,1,25049,
1030,5,1,19811,
1030,1,1,320,
1030,2,1,12642,08:15:44
1030,11,1,7947,08:32:21
1030,1,1,320,08:54:50
1032,9,1,3662,
1032,1,1,320,
1032,6,1,7436,
1032,13,1,16703,02:08:37
1032,1,1,320,02:12:19
1032,10,1,25049,02:17:11
1032,1,1,320,02:18:26
1032,1,1,320,02:26:13
1032,3,1,15327,02:29:15
1032,1,1,320,02:50:17
1033,7,1,17587,
1033,4,1,25649,
1033,10,1,25049,
1033,10,1,25049,
1033,10,1,25049,
1033,6,1,7436,11:47:12
1034,9,1,3662,
1034,12,1,9206,
1034,11,1,7947,
1035,10,1,25049,
1035,4,1,25649,
1035,11,1,7947,13:06:32
1036,6,1,7436,
1036,8,1,16864,
1036,8,1,16864,17:06:10
1036,6,1,7436,17:49:37
1036,12,1,9206,17:49:41
1036,3,1,15327,17:57:11
1037,3,1,15327,
1037,9,1,3662,
1037,13,1,16703,21:14:25
1037,1,1,320,21:16:03
1037,8,1,16864,21:19:46
1037,10,1,25049,21:23:26
1037,6,1,7436,21:27:49
1037,1,1,320,21:31:43
1037,7,1,17587,21:31:49
1037,6,1,7436,21:38:57
1037,10,1,25049,21:41:04
1038,8,1,16864,
1038,4,1,25649,
1038,7,1,17587,
1038,10,1,25049,
1038,8,1,16864,08:04:50
1038,7,1,17587,08:18:55
1038,13,1,16703,08:22:40
1038,5,1,19811,08:26:55
1038,9,1,3662,08:49:26
1039,13,1,16703,
1039,8,1,16864,
1039,12,1,9206,
1039,10,1,25049,
1039,10,1,25049,
1039,4,1,25649,10:16:56
1039,1,1,320,10:36:11
1039,9,1,3662,10:37:30
1039,7,1,17587,10:48:42
1040,5,1,19811,
1040,9,1,3662,
1040,11,1,7947,
1040,10,1,25049,21:18:25
1041,11,1,7947,
1041,1,1,320,
1041,5,1,19811,08:07:39
1041,6,1,7436,08:15:02
1041,8,1,16864,08:57:49
1041,6,1,7436,08:57:51
1042,6,1,7436,
1042,5,1,19811,
1042,2,1,12642,15:22:09
1042,3,1,15327,15:24:45
1042,3,1,15327,15:38:50
1043,6,1,7436,
1043,5,1,19811,
1043,1,1,320,
1043,9,1,3662,
1044,4,1,25649,
1044,3,1,15327,
1044,2,1,12642,
1044,1,1,320,
1044,13,1,16703,
1044,5,1,19811,
1044,7,1,17587,
1044,3,1,15327,09:20:16
1044,6,1,7436,09:20:30
1044,4,1,25649,09:30:49
1044,13,1,16703,09:46:36
1044,5,1,19811,09:56:39
1045,4,1,25649,
1045,12,1,9206,07:47:05
1045,10,1,25049,07:52:31
1045,12,1,9206,07:52:53
1046,4,1,25649,
1046,6,1,7436,
1046,12,1,9206,
1046,4,1,25649,
1046,13,1,16703,20:39:35
1046,6,1,7436,20:43:35
1046,10,1,25049,20:58:45
1047,5,1,19811,
1047,2,1,12642,
1047,13,1,16703,
1047,11,1,7947,
1047,12,1,9206,
1047,2,1,12642,
1047,13,1,16703,
1047,10,1,25049,01:01:49
1047,12,1,9206,01:19:29
1047,2,1,12642,01:28:22
1047,3,1,15327,01:47:06
1047,6,1,7436,01:51:01
1048,11,1,7947,
1048,6,1,7436,
1048,12,1,9206,
1048,3,1,15327,
1048,2,1,12642,
1048,1,1,320,
1048,13,1,16703,15:01:53
1048,6,1,7436,15:17:49
1048,1,1,320,15:46:42
1048,4,1,25649,15:47:43
1048,7,1,17587,15:51:46
1048,8,1,16864,15:56:09
1049,1,1,320,
1050,6,1,7436,
1050,7,1,17587,
1050,8,1,16864,19:18:27
1050,6,1,7436,19:51:34
1051,12,1,9206,
1052,4,1,25649,
1052,11,1,7947,12:51:02
1052,1,1,320,12:54:17
1053,6,1,7436,
1053,1,1,320,
1053,3,1,15327,
1053,7,1,17587,
1053,7,1,17587,04:27:53
1053,3,1,15327,04:34:06
1054,3,1,15327,
1055,9,1,3662,
1055,2,1,12642,
1055,8,1,16864,
1055,2,1,12642,07:21:16
1055,9,1,3662,07:27:15
1056,2,1,12642,
1056,13,1,16703,16:04:22
1056,7,1,17587,16:04:40
1056,12,1,9206,16:07:56
1056,4,1,25649,16:11:49
1056,12,1,9206,16:24:53
1056,11,1,7947,16:31:39
1056,12,1,9206,16:32:59
1056,13,1,16703,16:41:43
1056,4,1,25649,16:48:06
1057,4,1,25649,05:16:04
1058,10,1,25049,
1058,1,1,320,
1058,8,1,16864,
1058,4,1,25649,16:08:01
1058,7,1,17587,16:09:49
1058,3,1,15327,16:16:43
1058,12,1,9206,16:30:54
1058,4,1,25649,16:37:06
1058,3,1,15327,16:54:53
1058,9,1,3662,16:56:07
1059,13,1,16703,
1059,12,1,9206,
1059,7,1,17587,
1059,7,1,17587,03:24:19
1059,13,1,16703,03:29:59
1059,7,1,17587,03:35:29
1059,10,1,25049,03:42:57
1059,10,1,25049,03:44:37
1060,1,1,320,
1060,1,1,320,
1060,12,1,9206,
1061,4,1,25649,
1061,11,1,7947,
1061,12,1,9206,02:13:11
1061,11,1,7947,02:18:41
1061,1,1,320,02:53:40
1062,1,1,320,14:46:01
1063,11,1,7947,
1063,9,1,3662,
1063,10,1,25049,
1063,3,1,15327,23:34:33
1063,8,1,16864,23:38:28
1063,10,1,25049,23:44:12
1063,8,1,16864,23:56:53
1064,9,1,3662,
1064,9,1,3662,
1064,1,1,320,01:17:34
1065,7,1,17587,
1065,3,1,15327,
1065,4,1,25649,05:19:42
1065,7,1,17587,05:46:53
1066,10,1,25049,
1066,7,1,17587,03:46:39
1067,12,1,9206,
1067,3,1,15327,10:28:05
1067,13,1,16703,10:32:37
1067,1,1,320,10:55:01
1068,7,1,17587,
1068,7,1,17587,21:28:05
1068,9,1,3662,21:47:45
1068,8,1,16864,21:55:25
1069,8,1,16864,
1070,7,1,17587,
1070,11,1,7947,
1071,1,1,320,
1071,10,1,25049,
1071,4,1,25649,
1071,10,1,25049,
1071,12,1,9206,
1071,8,1,16864,02:04:25
1071,7,1,17587,02:15:26
1071,12,1,9206,02:20:08
1071,7,1,17587,02:49:07
1071,12,1,9206,02:50:24
1072,4,1,25649,
1072,12,1,9206,
1072,3,1,15327,15:16:26
1072,10,1,25049,15:28:11
1072,10,1,25049,15:29:50
1072,3,1,15327,15:32:55
1072,9,1,3662,15:33:17
1072,11,1,7947,15:40:12
1072,10,1,25049,15:41:37
1072,11,1,7947,15:57:17
1073,13,1,16703,
1073,1,1,320,
1073,12,1,9206,
1073,11,1,7947,
1073,13,1,16703,
1073,8,1,16864,
1074,12,1,9206,
1074,10,1,25049,
1074,3,1,15327,
1074,11,1,7947,
1074,11,1,7947,
1074,8,1,16864,
1074,11,1,7947,
1074,10,1,25049,04:04:46
1075,13,1,16703,
1075,10,1,25049,
1075,10,1,25049,
1075,13,1,16703,
1075,12,1,9206,
1075,3,1,15327,
1075,11,1,7947,07:27:40
1075,3,1,15327,07:50:56
1075,13,1,16703,07:50:58
1076,10,1,25049,
1076,12,1,9206,
1076,3,1,15327,04:02:43
1076,8,1,16864,04:20:54
1076,8,1,16864,04:29:47
1076,1,1,320,04:53:09
1076,4,1,25649,04:53:15
1077,13,1,16703,
1077,10,1,25049,
1077,12,1,9206,
1077,12,1,9206,03:31:28
1077,9,1,3662,03:56:38
1078,11,1,7947,
1078,3,1,15327,
1078,8,1,16864,
1078,7,1,17587,
1078,7,1,17587,
1078,12,1,9206,17:17:14
1078,11,1,7947,17:25:40
1078,1,1,320,17:34:12
1078,4,1,25649,17:38:34
1079,12,1,9206,
1079,13,1,16703,
1079,11,1,7947,
1079,3,1,15327,
1080,8,1,16864,
1080,9,1,3662,
1081,11,1,7947,
1081,13,1,16703,
1081,11,1,7947,21:13:10
1081,13,1,16703,21:34:33
1081,8,1,16864,21:44:10
1083,8,1,16864,
1083,7,1,17587,
1083,13,1,16703,
1084,9,1,3662,
1084,12,1,9206,
1084,12,1,9206,
1084,11,1,7947,
1084,7,1,17587,13:58:29
1085,3,1,15327,
1085,12,1,9206,10:20:21
1085,3,1,15327,10:36:48
1085,13,1,16703,10:39:54
1085,3,1,15327,10:43:48
1085,10,1,25049,10:44:55
1085,12,1,9206,10:46:46
1085,8,1,16864,10:48:12
1085,9,1,3662,10:52:17
1086,10,1,25049,
1086,13,1,16703,
1086,8,1,16864,
1086,11,1,7947,
1086,4,1,25649,01:17:30
1086,1,1,320,01:26:57
1086,4,1,25649,01:30:31
1086,11,1,7947,01:32:02
1086,12,1,9206,01:46:22
1086,3,1,15327,01:59:25
1087,11,1,7947,
1087,12,1,9206,
1087,7,1,17587,
1087,13,1,16703,
1087,9,1,3662,
1087,9,1,3662,
1087,11,1,7947,
1087,11,1,7947,
1087,11,1,7947,06:24:19
1088,3,1,15327,
1088,4,1,25649,22:22:07
1088,12,1,9206,22:22:30
1088,9,1,3662,22:23:19
1088,9,1,3662,22:49:18
1088,9,1,3662,22:53:47
1088,4,1,25649,22:56:04
1090,7,1,17587,04:02:23
1090,9,1,3662,04:15:12
1090,10,1,25049,04:35:53
1090,13,1,16703,04:49:36
1090,1,1,320,04:59:22
1091,4,1,25649,
1091,1,1,320,
1091,3,1,15327,11:01:39
1091,7,1,17587,11:36:23
1091,9,1,3662,11:38:17
1091,12,1,9206,11:40:16
1092,11,1,7947,
1092,3,1,15327,
1092,7,1,17587,
1092,10,1,25049,
1092,1,1,320,14:13:14
1092,3,1,15327,14:33:59
1092,4,1,25649,14:34:30
1092,9,1,3662,14:37:13
1093,12,1,9206,
1093,9,1,3662,
1093,12,1,9206,
1093,1,1,320,
1093,13,1,16703,
1093,10,1,25049,
1093,11,1,7947,
1093,1,1,320,16:17:58
1093,12,1,9206,16:35:46
1094,10,1,25049,
1094,8,1,16864,19:01:06
1094,3,1,15327,19:44:55
1094,13,1,16703,19:52:57
1094,7,1,17587,19:58:56
1095,8,1,16864,10:16:52
1096,1,1,320,
1096,1,1,320,
1096,13,1,16703,
1098,1,1,320,18:17:10
1099,10,1,25049,
1099,12,1,9206,
1100,11,1,7947,
1100,12,1,9206,
1100,8,1,16864,21:15:10
1100,3,1,15327,21:24:04
1100,9,1,3662,21:31:14
1101,9,1,3662,
1101,3,1,15327,
1101,11,1,7947,
1101,12,1,9206,
1101,10,1,25049,
1101,7,1,17587,
1101,1,1,320,18:22:49
1101,3,1,15327,18:46:27
1101,1,1,320,18:48:24
1101,3,1,15327,18:55:22
1102,1,1,320,
1102,9,1,3662,07:44:47
1103,9,1,3662,
1103,9,1,3662,03:06:37
1103,8,1,16864,03:34:25
1104,12,1,9206,
1104,4,1,25649,
1104,3,1,15327,
1104,3,1,15327,
1104,12,1,9206,03:19:20
1104,8,1,16864,03:53:02
1105,3,1,15327,
1105,13,1,16703,
1105,10,1,25049,13:22:48
1105,3,1,15327,13:25:45
1105,1,1,320,13:56:58
1106,12,1,9206,
1106,8,1,16864,
1107,7,1,17587,
1107,10,1,25049,
1107,10,1,25049,18:17:30
1108,4,1,25649,22:07:11
1109,3,1,15327,
1109,13,1,16703,
1109,10,1,25049,
1109,9,1,3662,
1110,4,1,25649,
1110,3,1,15327,
1110,8,1,16864,
1110,9,1,3662,
1110,7,1,17587,21:17:28
1111,3,1,15327,
1111,7,1,17587,
1111,7,1,17587,05:30:42
1111,13,1,16703,05:42:31
1112,4,1,25649,
1112,3,1,15327,01:17:01
1112,7,1,17587,01:29:39
1112,9,1,3662,01:51:09
1113,13,1,16703,
1113,10,1,25049,
1113,9,1,3662,09:09:10
1113,10,1,25049,09:35:03
1113,8,1,16864,09:53:21
1113,1,1,320,09:59:06
1115,7,1,17587,
1115,4,1,25649,
1115,4,1,25649,01:12:47
1115,9,1,3662,01:23:11
1115,8,1,16864,01:40:34
1116,1,1,320,
1116,10,1,25049,
1116,4,1,25649,20:31:03
1116,9,1,3662,20:35:03
1116,13,1,16703,20:51:46
1117,3,1,15327,
1117,1,1,320,
1117,4,1,25649,
1117,1,1,320,17:05:21
1117,8,1,16864,17:07:20
1117,3,1,15327,17:35:22
1117,9,1,3662,17:53:24
1118,10,1,25049,
1118,9,1,3662,
1118,9,1,3662,09:04:03
1118,9,1,3662,09:50:39
1118,7,1,17587,09:53:29
1118,10,1,25049,09:54:55
1118,1,1,320,09:58:55
1119,9,1,3662,
1119,1,1,320,
1119,3,1,15327,03:13:48
1119,8,1,16864,03:46:21
1119,10,1,25049,03:59:54
1120,13,1,16703,
1120,8,1,16864,07:13:40
1120,7,1,17587,07:29:10
1121,4,1,25649,
1121,7,1,17587,
1121,7,1,17587,08:54:05
1121,10,1,25049,08:54:48
1122,13,1,16703,
1122,4,1,25649,20:02:44
1122,3,1,15327,20:15:17
1122,13,1,16703,20:27:42
1123,9,1,3662,
1123,1,1,320,19:24:45
1123,10,1,25049,19:30:03
1123,8,1,16864,19:34:06
1124,3,1,15327,
1124,4,1,25649,
1124,1,1,320,18:20:28
1124,9,1,3662,18:53:57
1126,10,1,25049,
1126,4,1,25649,
1126,4,1,25649,
1126,8,1,16864,12:10:45
1126,7,1,17587,12:17:28
1127,3,1,15327,
1127,1,1,320,
1128,7,1,17587,
1128,9,1,3662,
1128,9,1,3662,10:06:46
1128,4,1,25649,10:24:03
1128,13,1,16703,10:38:27
1130,4,1,25649,
1130,10,1,25049,10:38:44
1131,4,1,25649,
1131,3,1,15327,
1131,8,1,16864,02:15:34
1131,8,1,16864,02:42:57
1132,7,1,17587,19:16:29
1132,7,1,17587,19:56:17
1133,7,1,17587,
1133,3,1,15327,
1133,9,1,3662,
1133,4,1,25649,02:10:27
1133,9,1,3662,02:45:46
1134,3,1,15327,
1134,13,1,16703,
1134,9,1,3662,
1134,7,1,17587,
1134,9,1,3662,
1134,3,1,15327,
1134,8,1,16864,05:38:07
1135,9,1,3662,
1135,10,1,25049,
1135,13,1,16703,
1135,3,1,15327,
1135,3,1,15327,
1135,8,1,16864,
1135,1,1,320,18:11:24
1135,4,1,25649,18:17:53
1135,8,1,16864,18:33:13
1136,7,1,17587,
1136,4,1,25649,
1136,9,1,3662,
1136,9,1,3662,07:02:38
1136,3,1,15327,07:07:49
1138,9,1,3662,
1138,1,1,320,14:40:51
1140,3,1,15327,
1140,3,1,15327,
1140,4,1,25649,
1140,13,1,16703,
1140,1,1,320,
1140,9,1,3662,
1140,9,1,3662,
1140,7,1,17587,
1140,10,1,25049,
1140,10,1,25049,
1140,13,1,16703,05:48:38
1141,3,1,15327,
1141,7,1,17587,05:04:44
1141,1,1,320,05:11:06
1141,7,1,17587,05:20:37
1141,8,1,16864,05:25:46
1142,7,1,17587,
1142,7,1,17587,
1142,1,1,320,
1142,13,1,16703,
1142,8,1,16864,20:29:36
1143,4,1,25649,
1143,13,1,16703,
1143,3,1,15327,
1143,9,1,3662,
1143,9,1,3662,11:11:31
1143,13,1,16703,11:24:33
1143,4,1,25649,11:29:36
1143,9,1,3662,11:57:46
1144,13,1,16703,
1144,3,1,15327,
1144,9,1,3662,13:33:03
1145,7,1,17587,
1145,10,1,25049,
1145,10,1,25049,
1145,9,1,3662,
1145,3,1,15327,09:05:13
1145,3,1,15327,09:44:01
1145,8,1,16864,09:45:15
1146,7,1,17587,
1147,3,1,15327,
1147,10,1,25049,
1147,4,1,25649,
1147,4,1,25649,
1147,4,1,25649,
1147,4,1,25649,04:11:52
1148,13,1,16703,
1148,4,1,25649,
1148,8,1,16864,17:27:40
1149,4,1,25649,06:34:40
1149,9,1,3662,06:55:46
1150,10,1,25049,
1150,8,1,16864,16:06:36
1150,9,1,3662,16:07:12
1150,8,1,16864,16:12:48
1150,8,1,16864,16:31:43
1151,13,1,16703,
1151,10,1,25049,
1151,9,1,3662,05:26:32
1151,8,1,16864,05:45:24
1151,1,1,320,05:53:01
1151,8,1,16864,05:53:22
1151,7,1,17587,05:57:47
1152,8,1,16864,
1153,13,1,16703,
1153,8,1,16864,
1153,7,1,17587,
1153,13,1,16703,
1153,7,1,17587,
1153,10,1,25049,15:11:31
1153,8,1,16864,15:13:54
1153,13,1,16703,15:32:27
1153,13,1,16703,15:37:29
1153,1,1,320,15:58:05
1154,3,1,15327,
1154,3,1,15327,
1154,8,1,16864,09:25:20
1154,13,1,16703,09:30:42
1154,4,1,25649,09:53:02
1155,4,1,25649,
1155,1,1,320,
1155,7,1,17587,02:18:51
1155,8,1,16864,02:48:07
1156,1,1,320,
1156,4,1,25649,
1156,4,1,25649,
1156,7,1,17587,17:15:37
1156,7,1,17587,17:23:18
1156,9,1,3662,17:26:22
1156,3,1,15327,17:35:35
1157,9,1,3662,
1158,9,1,3662,
1159,9,1,3662,22:05:53
1159,13,1,16703,22:40:37
1161,3,1,15327,
1161,3,1,15327,08:42:50
1161,8,1,16864,08:45:27
1162,4,1,25649,
1163,9,1,3662,
1163,9,1,3662,
1163,7,1,17587,
1163,10,1,25049,01:59:54
1164,10,1,25049,
1164,9,1,3662,
1164,9,1,3662,
1164,7,1,17587,09:11:23
1164,3,1,15327,09:34:12
1164,8,1,16864,09:35:52
1164,10,1,25049,09:40:31
1164,9,1,3662,09:45:18
1165,7,1,17587,11:32:50
1166,7,1,17587,
1166,7,1,17587,
1166,4,1,25649,
1166,7,1,17587,10:43:59
1167,4,1,25649,11:05:08
1167,7,1,17587,11:39:24
1167,4,1,25649,11:42:26
1168,7,1,17587,03:12:55
1169,9,1,3662,
1169,10,1,25049,03:56:07
1170,7,1,17587,
1170,13,1,16703,03:10:48
1170,13,1,16703,03:23:46
1170,13,1,16703,03:36:51
1171,7,1,17587,
1172,7,1,17587,
1172,3,1,15327,
1172,9,1,3662,
1172,7,1,17587,20:11:24
1172,10,1,25049,20:16:40
1172,9,1,3662,20:27:06
1172,9,1,3662,20:48:36
1172,3,1,15327,20:50:14
1172,9,1,3662,20:52:48
1173,13,1,16703,
1174,7,1,17587,
1174,3,1,15327,
1174,13,1,16703,
1174,7,1,17587,05:01:02
1174,4,1,25649,05:01:24
1175,4,1,25649,
1175,10,1,25049,
1175,3,1,15327,23:13:12
1175,13,1,16703,23:25:20
1175,4,1,25649,23:27:57
1175,9,1,3662,23:33:31
1175,4,1,25649,23:33:37
1176,3,1,15327,
1177,13,1,16703,
1179,13,1,16703,
1179,10,1,25049,
1179,3,1,15327,
1179,10,1,25049,21:24:44
1179,3,1,15327,21:29:53
1179,9,1,3662,21:31:31
1179,4,1,25649,21:45:01
1180,3,1,15327,
1181,10,1,25049,
1181,10,1,25049,10:33:09
1181,10,1,25049,10:46:07
1183,4,1,25649,
1183,3,1,15327,
1183,13,1,16703,23:22:49
1183,4,1,25649,23:36:09
1184,13,1,16703,
1184,9,1,3662,16:44:29
1186,9,1,3662,
1186,9,1,3662,
1186,3,1,15327,02:55:20
1187,13,1,16703,
1187,10,1,25049,
1187,4,1,25649,
1187,13,1,16703,09:20:07
1187,9,1,3662,09:28:05
1187,4,1,25649,09:59:32
1188,9,1,3662,22:07:01
1188,13,1,16703,22:47:56
1189,9,1,3662,
1189,13,1,16703,
1189,13,1,16703,
1189,9,1,3662,16:31:34
1190,4,1,25649,
1191,9,1,3662,
1191,9,1,3662,
1191,13,1,16703,
1192,10,1,25049,03:05:35
1193,10,1,25049,
1193,13,1,16703,
1193,9,1,3662,
1193,9,1,3662,16:11:39
1193,3,1,15327,16:22:15
1193,4,1,25649,16:45:42
1193,4,1,25649,16:49:31
1194,10,1,25049,
1194,13,1,16703,08:27:58
1194,9,1,3662,08:38:30
1195,13,1,16703,
1195,3,1,15327,
1195,13,1,16703,
1195,13,1,16703,23:25:19
1196,13,1,16703,13:29:51
1196,3,1,15327,13:46:31
1197,9,1,3662,
1198,9,1,3662,06:29:08
1199,4,1,25649,
1199,4,1,25649,11:18:19
1199,13,1,16703,11:38:07
1199,4,1,25649,11:41:54
1200,9,1,3662,
1200,10,1,25049,
1200,10,1,25049,
1200,10,1,25049,12:02:35
1201,9,1,3662,
1201,4,1,25649,14:17:20
1201,9,1,3662,14:42:57
1202,4,1,25649,
1202,4,1,25649,
1202,4,1,25649,
1202,4,1,25649,
1202,3,1,15327,
1203,9,1,3662,15:52:14
1204,10,1,25049,
1204,9,1,3662,
1204,13,1,16703,08:23:26
1204,3,1,15327,08:41:49
1205,10,1,25049,
1205,4,1,25649,
1205,4,1,25649,
1205,10,1,25049,01:02:29
1205,4,1,25649,01:10:48
1205,3,1,15327,01:33:58
1206,3,1,15327,07:06:21
1206,3,1,15327,07:18:28
1206,13,1,16703,07:30:14
1206,13,1,16703,07:59:04
1207,10,1,25049,12:34:09
1208,9,1,3662,
1208,4,1,25649,
1209,3,1,15327,
1209,9,1,3662,
1209,9,1,3662,05:35:05
1209,3,1,15327,05:59:33
1210,13,1,16703,
1210,3,1,15327,03:59:20
1211,10,1,25049,09:01:06
1211,10,1,25049,09:07:59
1212,10,1,25049,17:11:33
1213,13,1,16703,
1213,3,1,15327,01:36:46
1215,10,1,25049,03:10:37
1215,13,1,16703,03:34:02
1216,10,1,25049,
1216,10,1,25049,
1217,13,1,16703,02:11:26
1219,10,1,25049,20:24:21
1220,10,1,25049,03:41:16
1220,10,1,25049,03:55:34
1221,10,1,25049,04:43:55
1224,13,1,16703,
1225,13,1,16703,
1225,10,1,25049,16:54:40
1226,10,1,25049,19:10:51
1227,13,1,16703,
1227,10,1,25049,05:25:46
1228,13,1,16703,
1228,10,1,25049,17:09:14
1229,13,1,16703,12:07:08
1229,13,1,16703,12:17:59
1229,13,1,16703,12:26:47
1230,13,1,16703,
1233,10,1,25049,
1233,10,1,25049,13:49:23
1235,10,1,25049,
1235,10,1,25049,
1235,10,1,25049,
1237,10,1,25049,
1239,13,1,16703,
1239,13,1,16703,23:07:10
1239,10,1,25049,23:49:57
1243,10,1,25049,
1243,10,1,25049,
1245,10,1,25049,19:52:09
